id,sentiment
546,3
547,3
548,3
549,3
550,2
551,1
552,2
553,2
554,2
555,2
556,3
557,4
558,3
559,2
560,2
561,2
562,3
563,2
564,3
565,3
566,3
567,2
568,3
569,3
570,1
571,1
572,3
573,3
574,1
575,0
576,3
577,2
578,2
579,0
580,4
581,2
582,2
583,2
584,3
585,3
586,0
587,2
588,2
589,1
590,2
591,2
592,3
593,3
594,0
595,0
596,3
597,3
598,0
599,0
600,2
601,2
602,3
603,3
604,3
605,2
606,0
607,3
608,2
609,3
610,2
611,0
612,3
613,2
614,2
615,0
616,2
617,3
618,3
619,2
620,2
621,1
622,3
623,3
624,2
625,2
626,2
627,2
628,2
629,2
630,3
631,4
632,2
633,2
634,1
635,3
636,3
637,3
638,1
639,2
640,3
641,2
642,3
643,4
644,2
645,2
646,2
647,4
648,0
649,4
650,2
651,3
652,3
653,3
654,2
655,2
656,2
657,2
658,2
659,3
660,3
661,2
662,2
663,3
664,3
665,3
666,2
667,0
668,3
669,3
670,3
671,2
672,2
673,2
674,4
675,0
676,0
677,0
678,3
679,3
680,2
681,2
682,2
683,2
684,3
685,3
686,3
687,4
688,4
689,1
690,1
691,1
692,3
693,1
694,3
695,3
696,2
697,2
698,2
699,2
700,2
701,3
702,3
703,3
704,3
705,3
706,1
707,2
708,1
709,4
710,2
711,3
712,1
713,1
714,1
715,1
716,3
717,2
718,2
719,3
720,3
721,3
722,2
723,3
724,3
725,1
726,3
727,2
728,2
729,3
730,3
731,3
732,2
733,4
734,1
735,3
736,3
737,2
738,2
739,3
740,2
741,2
742,3
743,4
744,2
745,2
746,3
747,2
748,2
749,3
750,3
751,3
752,2
753,2
754,2
755,2
756,2
757,3
758,3
759,3
760,2
761,3
762,3
763,2
764,2
765,2
766,3
767,2
768,2
769,3
770,3
771,3
772,3
773,3
774,3
775,2
776,2
777,2
778,2
779,2
780,3
781,3
782,3
783,2
784,3
785,2
786,4
787,2
788,2
789,2
790,2
791,3
792,2
793,4
794,4
795,1
796,0
797,2
798,2
799,3
800,2
801,2
802,1
803,3
804,2
805,3
806,3
807,2
808,2
809,3
810,3
811,3
812,3
813,3
814,1
815,4
816,2
817,3
818,2
819,3
820,2
821,3
822,3
823,2
824,3
825,3
826,3
827,3
828,3
829,3
830,4
831,2
832,2
833,2
834,3
835,4
836,4
837,3
838,3
839,3
840,1
841,3
842,2
843,3
844,3
845,2
846,2
847,3
848,2
849,2
850,3
851,1
852,3
853,2
854,2
855,1
856,1
857,1
858,2
859,3
860,2
861,2
862,2
863,2
864,1
865,1
866,2
867,2
868,2
869,0
870,2
871,3
872,3
873,4
874,4
875,0
876,0
877,3
878,3
879,3
880,2
881,1
882,3
883,3
884,3
885,3
886,3
887,4
888,3
889,3
890,3
891,3
892,2
893,2
894,2
895,3
896,2
897,3
898,2
899,3
900,1
901,3
902,3
903,3
904,3
905,4
906,2
907,2
908,3
909,3
910,3
911,3
912,2
913,2
914,2
915,2
916,2
917,2
918,3
919,2
920,2
921,2
922,3
923,3
924,3
925,2
926,3
927,3
928,3
929,3
930,3
931,3
932,3
933,3
934,1
935,1
936,2
937,1
938,1
939,3
940,2
941,2
942,1
943,2
944,2
945,2
946,1
947,1
948,2
949,2
950,3
951,3
952,2
953,1
954,4
955,2
956,1
957,3
958,3
959,3
960,1
961,3
962,3
963,2
964,3
965,3
966,3
967,3
968,3
969,3
970,2
971,2
972,2
973,2
974,2
975,3
976,2
977,3
978,2
979,2
980,1
981,1
982,1
983,2
984,2
985,2
986,2
987,3
988,3
989,1
990,2
991,2
992,3
993,3
994,2
995,2
996,1
997,2
998,0
999,2
1000,3
1001,1
1002,2
1003,2
1004,3
1005,3
1006,3
1007,3
1008,2
1009,2
1010,2
1011,2
1012,3
1013,3
1014,3
1015,3
1016,3
1017,2
1018,2
1019,2
1020,3
1021,2
1022,2
1023,3
1024,4
1025,3
1026,2
1027,3
1028,2
1029,3
1030,3
1031,2
1032,2
1033,2
1034,3
1035,3
1036,3
1037,3
1038,3
1039,2
1040,2
1041,2
1042,2
1043,3
1044,3
1045,1
1046,0
1047,0
1048,2
1049,3
1050,2
1051,3
1052,3
1053,2
1054,3
1055,3
1056,2
1057,2
1058,2
1059,2
1060,2
1061,2
1062,2
1063,2
1064,2
1065,2
1066,3
1067,2
1068,1
1069,3
1070,3
1071,3
1072,1
1073,1
1074,2
1075,2
1076,1
1077,1
1078,2
1079,2
1080,2
1081,2
1082,2
1083,3
1084,3
1085,3
1086,3
1087,3
1088,3
1089,3
1090,3
1091,3
1092,3
1093,2
1094,3
1095,3
1096,1
1097,1
1098,2
1099,2
1100,1
1101,2
1102,2
1103,2
1104,3
1105,3
1106,2
1107,4
1108,2
1109,2
1110,2
1111,3
1112,3
1113,1
1114,2
1115,1
1116,2
1117,3
1118,3
1119,1
1120,3
1121,2
1122,1
1123,3
1124,2
1125,2
1126,2
1127,2
1128,1
1129,3
1130,3
1131,3
1132,3
1133,0
1134,0
1135,3
1136,4
1137,2
1138,1
1139,2
1140,1
1141,1
1142,2
1143,3
1144,1
1145,3
1146,3
1147,3
1148,3
1149,2
1150,2
1151,2
1152,2
1153,2
1154,2
1155,3
1156,3
1157,3
1158,2
1159,3
1160,3
1161,3
1162,1
1163,2
1164,2
1165,2
1166,2
1167,3
1168,3
1169,2
1170,3
1171,3
1172,1
1173,2
1174,2
1175,2
1176,2
1177,3
1178,3
1179,2
1180,2
1181,3
1182,3
1183,3
1184,3
1185,2
1186,2
1187,2
1188,2
1189,2
1190,3
1191,1
1192,3
1193,2
1194,3
1195,3
1196,4
1197,2
1198,3
1199,2
1200,3
1201,3
1202,3
1203,3
1204,3
1205,3
1206,3
1207,2
1208,2
1209,3
1210,2
1211,2
1212,3
1213,2
1214,3
1215,3
1216,3
1217,2
1218,2
1219,2
1220,1
1221,3
1222,2
1223,2
1224,2
1225,4
1226,2
1227,2
1228,3
1229,2
1230,1
1231,3
1232,3
1233,3
1234,3
1235,1
1236,3
1237,2
1238,2
1239,2
1240,2
1241,3
1242,3
1243,1
1244,4
1245,4
1246,3
1247,3
1248,2
1249,3
1250,2
1251,3
1252,2
1253,2
1254,3
1255,2
1256,2
1257,3
1258,3
1259,2
1260,3
1261,2
1262,3
1263,2
1264,1
1265,1
1266,2
1267,2
1268,1
1269,2
1270,3
1271,2
1272,2
1273,4
1274,3
1275,3
1276,3
1277,3
1278,3
1279,3
1280,3
1281,3
1282,3
1283,1
1284,2
1285,2
1286,3
1287,2
1288,4
1289,2
1290,2
1291,2
1292,3
1293,1
1294,3
1295,3
1296,3
1297,3
1298,2
1299,3
1300,2
1301,0
1302,0
1303,3
1304,3
1305,1
1306,0
1307,1
1308,3
1309,3
1310,1
1311,1
1312,2
1313,3
1314,1
1315,2
1316,2
1317,3
1318,2
1319,2
1320,2
1321,2
1322,2
1323,3
1324,2
1325,2
1326,2
1327,2
1328,2
1329,2
1330,2
1331,2
1332,2
1333,2
1334,3
1335,2
1336,3
1337,3
1338,3
1339,2
1340,2
1341,2
1342,2
1343,2
1344,2
1345,2
1346,2
1347,2
1348,2
1349,2
1350,2
1351,2
1352,2
1353,2
1354,2
1355,2
1356,2
1357,2
1358,2
1359,2
1360,2
1361,2
1362,2
1363,2
1364,2
1365,2
1366,2
1367,2
1368,2
1369,3
1370,2
1371,2
1372,2
1373,2
1374,2
1375,2
1376,1
1377,1
1378,2
1379,2
1380,2
1381,2
1382,2
1383,2
1384,2
1385,2
1386,2
1387,2
1388,2
1389,2
1390,2
1391,2
1392,2
1393,1
1394,2
1395,2
1396,3
1397,3
1398,2
1399,2
1400,2
1401,2
1402,2
1403,2
1404,2
1405,2
1406,2
1407,2
1408,2
1409,2
1410,2
1411,2
1412,2
1413,2
1414,2
1415,3
1416,2
1417,2
1418,2
1419,2
1420,2
1421,2
1422,2
1423,2
1424,2
1425,2
1426,3
1427,2
1428,3
1429,3
1430,2
1431,2
1432,2
1433,3
1434,2
1435,2
1436,2
1437,2
1438,2
1439,2
1440,2
1441,3
1442,3
1443,3
1444,2
1445,2
1446,2
1447,2
1448,2
1449,2
1450,2
1451,2
1452,2
1453,2
1454,2
