id,sentiment
812,3
813,3
814,1
815,4
816,4
817,4
818,2
819,1
820,1
821,1
822,1
823,4
824,4
825,3
826,3
827,3
828,3
829,3
830,4
831,2
832,2
833,2
834,3
835,3
836,3
837,2
838,4
839,3
840,3
841,3
842,1
843,3
844,3
845,4
846,4
847,1
848,2
849,4
850,3
851,1
852,3
853,2
854,2
855,3
856,1
857,1
858,2
859,3
860,2
861,2
862,1
863,2
864,1
865,1
866,1
867,2
868,2
869,0
870,1
871,3
872,3
873,4
874,4
875,0
876,0
877,1
878,3
879,4
880,2
881,1
882,3
883,3
884,3
885,3
886,3
887,4
888,3
889,3
890,3
891,3
892,2
893,2
894,2
895,3
896,1
897,3
898,0
899,3
900,1
901,4
902,3
903,3
904,3
905,4
906,2
907,2
908,3
909,3
910,1
911,2
912,0
913,0
914,4
915,2
916,1
917,1
918,4
919,2
920,1
921,2
922,1
923,1
924,4
925,2
926,3
927,3
928,3
929,3
930,3
931,3
932,3
933,3
934,1
935,1
936,2
937,1
938,1
939,3
940,2
941,2
942,1
943,2
944,3
945,3
946,1
947,1
948,0
949,0
950,1
951,1
952,0
953,1
954,1
955,2
956,1
957,3
958,3
959,1
960,1
961,3
962,3
963,0
964,3
965,3
966,3
967,3
968,3
969,3
970,2
971,1
972,2
973,2
974,3
975,3
976,2
977,3
978,2
979,2
980,1
981,1
982,1
983,1
984,2
985,2
986,2
987,3
988,3
989,1
990,0
991,0
992,3
993,1
994,4
995,2
996,0
997,3
998,0
999,1
1000,1
1001,1
1002,2
1003,2
1004,3
1005,3
1006,3
1007,1
1008,2
1009,1
1010,1
1011,1
1012,3
1013,3
1014,3
1015,3
1016,3
1017,1
1018,1
1019,1
1020,3
1021,2
1022,2
1023,0
1024,4
1025,3
1026,3
1027,4
1028,2
1029,3
1030,3
1031,2
1032,2
1033,1
1034,3
1035,3
1036,3
1037,3
1038,3
1039,1
1040,1
1041,1
1042,1
1043,3
1044,4
1045,1
1046,0
1047,0
1048,2
1049,3
1050,3
1051,4
1052,4
1053,2
1054,3
1055,3
1056,2
1057,2
1058,2
1059,2
1060,2
1061,2
1062,1
1063,2
1064,3
1065,3
1066,1
1067,1
1068,1
1069,3
1070,3
1071,3
1072,1
1073,1
1074,2
1075,2
1076,1
1077,1
1078,1
1079,3
1080,3
1081,2
1082,1
1083,1
1084,3
1085,3
1086,3
1087,3
1088,3
1089,3
1090,3
1091,1
1092,1
1093,3
1094,4
1095,3
1096,0
1097,1
1098,1
1099,4
1100,1
1101,3
1102,1
1103,4
1104,1
1105,4
1106,2
1107,4
1108,0
1109,2
1110,3
1111,3
1112,0
1113,1
1114,2
1115,1
1116,0
1117,3
1118,3
1119,1
1120,3
1121,0
1122,1
1123,3
1124,0
1125,3
1126,1
1127,1
1128,0
1129,3
1130,3
1131,3
1132,4
1133,0
1134,0
1135,3
1136,4
1137,1
1138,3
1139,3
1140,1
1141,1
1142,2
1143,3
1144,1
1145,3
1146,3
1147,3
1148,3
1149,1
1150,1
1151,3
1152,0
1153,0
1154,0
1155,1
1156,3
1157,3
1158,2
1159,0
1160,3
1161,0
1162,3
1163,4
1164,2
1165,2
1166,2
1167,4
1168,3
1169,2
1170,3
1171,4
1172,1
1173,1
1174,0
1175,3
1176,1
1177,3
1178,3
1179,3
1180,2
1181,3
1182,3
1183,1
1184,3
1185,2
1186,2
1187,2
1188,3
1189,3
1190,3
1191,1
1192,3
1193,2
1194,3
1195,3
1196,4
1197,2
1198,3
1199,0
1200,3
1201,3
1202,4
1203,3
1204,3
1205,3
1206,3
1207,3
1208,3
1209,3
1210,2
1211,0
1212,3
1213,2
1214,3
1215,3
1216,0
1217,2
1218,2
1219,2
1220,1
1221,3
1222,3
1223,3
1224,3
1225,4
1226,3
1227,4
1228,3
1229,3
1230,1
1231,3
1232,4
1233,3
1234,0
1235,1
1236,1
1237,1
1238,1
1239,3
1240,3
1241,3
1242,3
1243,1
1244,4
1245,4
1246,3
1247,4
1248,4
1249,3
1250,3
1251,3
1252,2
1253,2
1254,0
1255,0
1256,2
1257,3
1258,1
1259,1
1260,3
1261,2
1262,3
1263,0
1264,1
1265,1
1266,1
1267,2
1268,1
1269,3
1270,3
1271,2
1272,2
1273,4
1274,3
1275,4
1276,3
1277,3
1278,3
1279,3
1280,3
1281,3
1282,0
1283,1
1284,1
1285,1
1286,0
1287,3
1288,4
1289,0
1290,2
1291,1
1292,4
1293,1
1294,3
1295,3
1296,3
1297,3
1298,0
1299,3
1300,0
1301,0
1302,0
1303,1
1304,1
1305,1
1306,0
1307,1
1308,3
1309,3
1310,1
1311,1
1312,0
1313,3
1314,1
1315,2
1316,2
1317,3
1318,3
1319,2
1320,2
1321,2
1322,2
1323,3
1324,2
1325,2
1326,0
1327,0
1328,2
1329,2
1330,2
1331,2
1332,2
1333,2
1334,2
1335,1
1336,3
1337,3
1338,3
1339,2
1340,2
1341,2
1342,2
1343,1
1344,1
1345,1
1346,2
1347,2
1348,2
1349,2
1350,2
1351,2
1352,2
1353,2
1354,2
1355,2
1356,2
1357,2
1358,2
1359,0
1360,2
1361,2
1362,2
1363,1
1364,1
1365,1
1366,1
1367,2
1368,2
1369,4
1370,2
1371,2
1372,3
1373,2
1374,2
1375,2
1376,4
1377,1
1378,2
1379,0
1380,4
1381,2
1382,2
1383,2
1384,0
1385,0
1386,1
1387,0
1388,0
1389,4
1390,4
1391,1
1392,2
1393,1
1394,2
1395,4
1396,3
1397,1
1398,2
1399,2
1400,2
1401,2
1402,2
1403,0
1404,2
1405,2
1406,1
1407,1
1408,2
1409,2
1410,4
1411,2
1412,2
1413,2
1414,2
1415,3
1416,2
1417,2
1418,2
1419,1
1420,2
1421,2
1422,2
1423,2
1424,2
1425,2
1426,4
1427,2
1428,2
1429,3
1430,2
1431,2
1432,2
1433,3
1434,2
1435,2
1436,2
1437,2
1438,2
1439,2
1440,2
1441,1
1442,3
1443,3
1444,1
1445,2
1446,2
1447,2
1448,2
1449,2
1450,2
1451,0
1452,2
1453,2
1454,1
